run,seed_idx,dt,target_x,target_y,target_z,success,pos_err_mm,robot_ms,setup_ms,loop_ms,solve_ms,iterations,iter_ms,cpu_time_ms,mem_kb,j1,j2,j3,j4,j5,j6,j7
1,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.886,0.047,0.142,5.075,1,0.14203,0.0,115152,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
2,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.004,0.04,0.126,5.17,1,0.12574,10.0,118196,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
3,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.691,0.051,0.158,4.9,1,0.15772,0.0,121244,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
4,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.977,0.045,0.131,5.154,1,0.13135,0.0,124284,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
5,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.724,0.055,0.158,4.937,1,0.15797,10.0,127328,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
6,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.914,0.039,0.122,5.075,1,0.12227,0.0,130368,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
7,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.912,0.039,0.124,5.075,1,0.124,10.0,133420,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
8,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.87,0.044,0.138,5.052,1,0.13814,10.0,136456,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
9,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.693,0.047,0.152,4.892,1,0.15162,10.0,139496,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
10,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.092,0.052,0.14,5.284,1,0.1403,0.0,142536,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
11,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.959,0.055,0.17,5.183,1,0.16961,10.0,145572,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
12,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.291,0.049,0.141,5.481,1,0.14067,0.0,148620,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
13,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.568,0.041,0.128,4.736,1,0.12787,0.0,151660,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
14,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.91,0.048,0.15,5.108,1,0.1503,10.0,154708,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
15,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.964,0.041,0.132,5.136,1,0.13165,0.0,157760,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
16,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.219,0.056,0.15,5.424,1,0.14991,10.0,160796,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
17,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.763,0.037,0.119,4.919,1,0.11919,0.0,163840,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
18,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.82,0.049,0.152,5.021,1,0.15185,0.0,166888,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
19,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.908,0.037,0.118,5.063,1,0.11799,10.0,169932,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
20,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.226,0.045,0.152,5.422,1,0.1519,10.0,172972,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
21,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.019,0.039,0.119,5.178,1,0.11913,10.0,176016,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
22,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.912,0.05,0.22,5.182,1,0.21978,0.0,179056,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
23,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.046,0.043,0.133,5.222,1,0.13268,0.0,182104,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
24,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.873,0.052,0.151,5.076,1,0.15147,10.0,185148,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
25,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.046,0.043,0.136,5.226,1,0.13616,10.0,188188,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
26,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.762,0.047,0.156,4.965,1,0.1557,0.0,191228,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
27,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.878,0.038,0.124,5.04,1,0.12369,10.0,194268,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
28,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.941,0.043,0.135,5.119,1,0.13507,0.0,197312,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
29,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.921,0.038,0.119,5.078,1,0.11904,10.0,200356,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
30,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.8,0.046,0.141,4.987,1,0.14111,0.0,203412,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
31,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.302,0.043,0.132,5.478,1,0.13238,10.0,206452,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
32,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.903,0.039,0.126,5.068,1,0.12582,0.0,209488,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
33,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.775,0.04,0.127,4.941,1,0.12695,0.0,212536,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
34,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.96,0.057,0.154,5.17,1,0.15359,10.0,215580,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
35,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.79,0.042,0.125,4.957,1,0.1246,0.0,218624,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
36,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.002,0.044,0.142,5.189,1,0.14228,20.0,221664,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
37,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.589,0.047,0.142,4.779,1,0.14181,0.0,224708,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
38,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.218,0.039,0.119,5.376,1,0.11937,10.0,227748,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
39,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.859,0.049,0.14,5.048,1,0.13974,0.0,230788,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
40,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.843,0.038,0.121,5.003,1,0.12122,0.0,233824,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
41,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.878,0.047,0.145,5.07,1,0.14546,10.0,236868,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
42,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.666,0.094,0.13,4.889,1,0.12982,0.0,239916,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
43,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.797,0.045,0.141,4.983,1,0.1412,0.0,242960,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
44,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.998,0.044,0.131,5.174,1,0.1315,20.0,246004,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
45,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.649,0.05,0.149,4.848,1,0.14925,0.0,249052,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
46,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.057,0.125,0.162,5.344,1,0.16162,10.0,252092,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
47,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.566,0.043,0.131,4.74,1,0.13098,0.0,255140,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
48,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.89,0.047,0.156,5.092,1,0.15571,10.0,258184,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
49,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.917,0.043,0.139,5.1,1,0.13947,0.0,261216,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
50,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.595,0.047,0.145,4.787,1,0.1454,0.0,264256,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
51,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.161,0.069,0.18,5.41,1,0.17985,0.0,268772,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
52,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.702,0.043,0.122,4.867,1,0.12169,10.0,272016,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
53,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.745,0.049,0.154,4.948,1,0.15402,0.0,275064,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
54,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.885,0.04,0.128,5.053,1,0.12754,10.0,278108,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
55,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.923,0.051,0.156,5.13,1,0.15568,10.0,281152,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
56,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.889,0.039,0.123,5.051,1,0.12279,0.0,284196,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
57,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.69,0.04,0.127,4.856,1,0.12667,10.0,287236,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
58,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.927,0.061,0.158,5.146,1,0.15812,0.0,290280,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
59,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.958,0.042,0.127,5.127,1,0.12678,0.0,293324,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
60,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.701,0.049,0.159,4.909,1,0.15867,10.0,296372,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
61,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.73,0.039,0.123,4.892,1,0.12283,0.0,299416,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
62,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.818,0.051,0.164,5.033,1,0.16427,10.0,302460,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
63,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.937,0.042,0.184,5.163,1,0.18429,10.0,305500,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
64,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.585,0.047,0.133,4.765,1,0.13269,0.0,308548,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
65,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.921,0.039,0.124,5.084,1,0.12441,10.0,311592,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
66,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.771,0.046,0.141,4.957,1,0.14057,0.0,314636,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
67,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.876,0.039,0.116,5.031,1,0.11577,10.0,317680,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
68,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.697,0.04,0.123,4.86,1,0.12261,0.0,320728,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
69,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.699,0.049,0.147,4.895,1,0.14732,10.0,323768,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
70,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.046,0.056,0.146,5.248,1,0.14561,0.0,326808,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
71,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.998,0.044,0.103,5.145,1,0.10306,0.0,329856,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
72,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.591,0.096,0.134,4.82,1,0.13353,20.0,333284,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
73,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.77,0.039,0.134,4.943,1,0.13382,0.0,335972,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
74,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.799,0.04,0.126,4.965,1,0.12645,0.0,339012,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
75,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.738,0.04,0.123,4.902,1,0.12295,10.0,342060,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
76,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.827,0.052,0.153,5.031,1,0.15288,0.0,345096,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
77,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.791,0.037,0.118,4.946,1,0.11824,10.0,348148,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
78,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.176,0.049,0.153,5.378,1,0.15304,0.0,351184,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
79,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.969,0.037,0.124,5.13,1,0.12391,10.0,354232,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
80,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.572,0.041,0.133,4.746,1,0.13282,0.0,357276,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
81,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.911,0.056,0.17,5.136,1,0.16995,0.0,360320,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
82,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.838,0.062,0.176,5.076,1,0.17558,20.0,363364,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
83,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.042,0.051,0.144,5.237,1,0.14372,0.0,366400,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
84,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.743,0.052,0.155,4.95,1,0.15468,10.0,369444,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
85,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.861,0.039,0.123,5.023,1,0.12256,0.0,372488,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
86,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.878,0.048,0.15,5.075,1,0.14988,10.0,375528,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
87,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.773,0.04,0.126,4.939,1,0.12573,0.0,378572,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
88,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.852,0.047,0.144,5.043,1,0.14357,0.0,381612,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
89,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.657,0.045,0.145,4.847,1,0.14501,10.0,384656,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
90,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.813,0.041,0.129,4.983,1,0.12942,0.0,387700,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
91,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.857,0.042,0.132,5.031,1,0.1322,10.0,390744,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
92,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.16,0.049,0.157,5.366,1,0.15713,10.0,393792,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
93,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.849,0.037,0.125,5.012,1,0.12521,0.0,396836,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
94,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.914,0.048,0.15,5.112,1,0.15011,10.0,399876,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
95,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.806,0.047,0.136,4.989,1,0.13599,0.0,402912,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
96,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.999,0.043,0.129,5.171,1,0.1288,0.0,405960,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
97,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.213,0.05,0.151,5.414,1,0.15104,10.0,408996,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
98,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.678,0.044,0.137,4.859,1,0.13718,0.0,412040,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
99,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.853,0.042,0.129,5.023,1,0.12907,10.0,415092,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
100,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.859,0.043,0.136,5.037,1,0.13554,10.0,418140,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
101,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.655,0.04,0.124,4.819,1,0.12434,10.0,421188,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
102,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.998,0.044,0.131,5.173,1,0.13093,0.0,424236,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
103,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.824,0.046,0.143,5.013,1,0.1432,0.0,427280,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
104,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.094,0.042,0.135,5.27,1,0.13481,10.0,430316,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
105,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.06,0.045,0.132,5.237,1,0.13195,0.0,433368,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
106,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.811,0.048,0.146,5.005,1,0.14628,10.0,436404,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
107,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.933,0.053,0.142,5.127,1,0.14152,0.0,439444,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
108,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.877,0.054,0.16,5.091,1,0.1601,0.0,442488,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
109,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.927,0.041,0.128,5.096,1,0.12785,10.0,445528,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
110,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.804,0.055,0.155,5.014,1,0.15539,0.0,448568,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
111,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.752,0.04,0.122,4.914,1,0.12222,10.0,451612,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
112,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.079,0.046,0.137,5.263,1,0.13728,0.0,454652,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
113,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.742,0.037,0.119,4.898,1,0.1187,10.0,457692,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
114,0,0.01,0.216,-0.2952,0.5297,1,0.0002,5.165,0.043,0.135,5.342,1,0.13457,0.0,460736,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
115,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.798,0.037,0.115,4.951,1,0.11537,0.0,463780,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
116,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.898,0.046,0.143,5.087,1,0.14254,10.0,466824,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
117,0,0.01,0.216,-0.2952,0.5297,1,0.0002,4.87,0.037,0.121,5.028,1,0.12063,10.0,469864,-0.0,0.699916,-0.000111,1.570759,-0.000216,-0.000184,6e-05
