x,y,z,success,elapsed_ms
-0.1500,-0.1000,0.5500,0,9.175
-0.1000,-0.1500,0.5500,0,6.861
-0.1000,-0.1000,0.5500,0,6.488
-0.1500,-0.0500,0.5500,0,17.399
-0.1500,0.0000,0.5500,0,6.963
-0.1000,-0.0500,0.5500,0,10.357
-0.1500,0.0500,0.5500,0,9.515
-0.1500,0.1000,0.5500,0,9.898
-0.0500,-0.5000,0.5500,0,6.511
-0.0500,-0.4500,0.5500,0,8.073
-0.0500,-0.4000,0.5500,0,7.373
0.0000,-0.5000,0.5500,0,9.834
0.0000,-0.4500,0.5500,0,7.250
0.0000,-0.4000,0.5500,0,7.501
-0.0500,-0.3500,0.5500,0,6.440
-0.0500,-0.3000,0.5500,0,7.974
0.0000,-0.3500,0.5500,1,2.154
0.0000,-0.3000,0.5500,1,1.334
-0.0500,-0.2500,0.5500,0,6.427
0.0500,-0.5000,0.5500,0,10.017
0.0500,-0.4500,0.5500,0,10.266
0.0500,-0.4000,0.5500,1,1.685
0.1000,-0.5000,0.5500,0,11.485
0.1000,-0.4500,0.5500,1,1.313
0.1000,-0.4000,0.5500,1,1.501
0.0500,-0.3500,0.5500,1,2.212
0.0500,-0.3000,0.5500,1,1.248
0.1000,-0.3500,0.5500,1,1.796
0.1000,-0.3000,0.5500,1,4.210
0.1500,-0.5000,0.5500,0,7.391
0.1500,-0.4500,0.5500,1,2.235
0.1500,-0.4000,0.5500,1,1.244
0.2000,-0.5000,0.5500,0,6.824
0.2000,-0.4500,0.5500,1,1.232
0.2000,-0.4000,0.5500,1,1.210
0.1500,-0.3500,0.5500,1,1.462
0.1500,-0.3000,0.5500,1,1.413
0.2000,-0.3500,0.5500,1,1.163
0.2000,-0.3000,0.5500,1,1.160
0.1000,-0.2500,0.5500,0,6.799
0.1500,-0.2500,0.5500,1,1.338
0.1500,-0.2000,0.5500,0,11.102
0.2000,-0.2500,0.5500,1,1.249
0.2000,-0.2000,0.5500,1,1.709
0.1000,-0.1500,0.5500,0,6.920
0.1500,-0.1500,0.5500,1,1.426
0.1500,-0.1000,0.5500,0,6.566
0.2000,-0.1500,0.5500,1,4.587
0.2000,-0.1000,0.5500,1,1.541
0.2500,-0.4000,0.5500,1,1.140
0.3000,-0.4000,0.5500,0,9.186
0.2500,-0.3500,0.5500,1,1.777
0.2500,-0.3000,0.5500,1,1.754
0.3000,-0.3500,0.5500,1,2.228
0.3000,-0.3000,0.5500,1,1.463
0.2500,-0.2500,0.5500,1,1.467
0.2500,-0.2000,0.5500,1,1.348
0.3000,-0.2500,0.5500,1,1.406
0.3000,-0.2000,0.5500,1,1.180
0.2500,-0.1500,0.5500,1,1.379
0.2500,-0.1000,0.5500,1,1.338
0.3000,-0.1500,0.5500,1,1.226
0.3000,-0.1000,0.5500,1,1.149
0.2000,-0.0500,0.5500,1,1.281
0.2000,0.0000,0.5500,1,2.502
0.2500,-0.0500,0.5500,1,1.165
0.2500,0.0000,0.5500,1,1.349
0.3000,-0.0500,0.5500,1,1.445
0.3000,0.0000,0.5500,1,1.352
0.3500,-0.3500,0.5500,0,6.984
0.3500,-0.2500,0.5500,1,1.528
0.3500,-0.2000,0.5500,1,1.667
0.4000,-0.2000,0.5500,0,9.317
0.3500,-0.1500,0.5500,1,1.488
0.3500,-0.1000,0.5500,1,1.179
0.4000,-0.1500,0.5500,0,10.179
0.4000,-0.1000,0.5500,0,6.137
0.3500,-0.0500,0.5500,1,2.099
-0.3500,-0.3500,0.6000,0,8.885
-0.3500,-0.3000,0.6000,0,8.179
-0.3000,-0.4000,0.6000,0,8.100
-0.3000,-0.3500,0.6000,0,8.609
-0.3000,-0.3000,0.6000,0,6.678
-0.4000,-0.2500,0.6000,0,6.756
-0.4000,-0.2000,0.6000,0,6.211
-0.3500,-0.2500,0.6000,0,6.816
-0.3500,-0.2000,0.6000,0,6.619
-0.3000,-0.2500,0.6000,0,6.963
-0.3000,-0.2000,0.6000,0,6.545
-0.4000,-0.1500,0.6000,0,7.054
-0.4000,-0.1000,0.6000,0,6.377
-0.3500,-0.1500,0.6000,0,10.753
-0.3500,-0.1000,0.6000,0,17.138
-0.3000,-0.1500,0.6000,0,24.602
-0.3000,-0.1000,0.6000,0,9.046
-0.4000,-0.0500,0.6000,0,7.111
-0.3500,-0.0500,0.6000,0,8.136
-0.3500,0.0000,0.6000,0,7.150
-0.3000,-0.0500,0.6000,0,8.232
-0.3000,0.0000,0.6000,0,6.489
-0.3000,-0.4500,0.6000,0,7.712
-0.2500,-0.4500,0.6000,0,24.613
-0.2500,-0.4000,0.6000,0,7.718
-0.2000,-0.5000,0.6000,0,8.947
-0.2000,-0.4500,0.6000,0,7.823
-0.2000,-0.4000,0.6000,0,7.340
-0.2500,-0.3500,0.6000,0,8.270
-0.2500,-0.3000,0.6000,0,12.537
-0.2000,-0.3500,0.6000,0,9.596
-0.2000,-0.3000,0.6000,0,10.487
-0.2500,-0.2500,0.6000,0,9.538
-0.2500,-0.2000,0.6000,0,11.704
-0.2000,-0.2500,0.6000,0,14.600
-0.2000,-0.2000,0.6000,0,10.473
-0.2500,-0.1500,0.6000,0,10.263
-0.2500,-0.1000,0.6000,0,6.827
-0.2000,-0.1500,0.6000,0,6.397
-0.2000,-0.1000,0.6000,0,11.206
-0.2500,-0.0500,0.6000,0,7.701
-0.2500,0.0000,0.6000,0,6.202
-0.2000,-0.0500,0.6000,0,7.653
-0.2000,0.0000,0.6000,0,6.719
-0.2000,0.0500,0.6000,0,6.300
-0.1500,-0.5000,0.6000,0,7.030
-0.1000,-0.5000,0.6000,0,8.595
-0.1500,-0.4500,0.6000,0,7.121
-0.1500,-0.4000,0.6000,0,8.814
-0.1000,-0.4500,0.6000,0,8.175
-0.1000,-0.4000,0.6000,0,6.906
-0.1500,-0.3500,0.6000,0,6.882
-0.1500,-0.3000,0.6000,0,6.443
-0.1000,-0.3500,0.6000,0,7.192
-0.1000,-0.3000,0.6000,0,7.126
-0.1500,-0.2500,0.6000,0,7.806
-0.1500,-0.2000,0.6000,0,7.881
-0.1000,-0.2500,0.6000,0,12.163
-0.1500,-0.1500,0.6000,0,9.290
-0.1500,-0.1000,0.6000,0,6.533
-0.1000,-0.1000,0.6000,0,7.258
-0.1500,-0.0500,0.6000,0,7.591
-0.1500,0.0000,0.6000,0,10.168
-0.1000,-0.0500,0.6000,0,11.069
-0.1500,0.0500,0.6000,0,5.994
-0.0500,-0.5500,0.6000,0,6.488
-0.0500,-0.5000,0.6000,0,11.431
0.0000,-0.5500,0.6000,0,6.012
0.0000,-0.5000,0.6000,0,10.404
-0.0500,-0.4500,0.6000,0,7.735
-0.0500,-0.4000,0.6000,0,8.337
0.0000,-0.4500,0.6000,0,11.364
0.0000,-0.4000,0.6000,1,1.459
