x,y,z,success,elapsed_ms
0.0500,-0.3500,0.6000,1,3.480
0.0500,-0.3000,0.6000,0,7.976
0.1000,-0.3500,0.6000,1,1.334
0.1000,-0.3000,0.6000,0,10.226
0.1000,-0.5500,0.6000,0,16.111
0.1500,-0.5000,0.6000,1,3.339
0.2000,-0.5000,0.6000,1,2.523
0.1500,-0.4500,0.6000,1,3.298
0.1500,-0.4000,0.6000,0,9.898
0.2000,-0.4500,0.6000,0,10.363
0.2000,-0.4000,0.6000,1,3.998
0.1500,-0.3500,0.6000,1,3.693
0.1500,-0.3000,0.6000,0,11.239
0.2000,-0.3500,0.6000,0,6.770
0.2000,-0.3000,0.6000,1,5.401
0.1000,-0.2500,0.6000,0,8.270
0.1500,-0.2500,0.6000,1,1.592
0.2000,-0.2500,0.6000,1,4.805
0.2000,-0.2000,0.6000,0,12.451
0.1500,-0.1500,0.6000,0,9.061
0.1500,-0.1000,0.6000,0,9.226
0.2000,-0.1500,0.6000,1,4.275
0.2000,-0.1000,0.6000,1,1.646
0.1500,0.0000,0.6000,0,8.243
0.1500,0.0500,0.6000,0,7.864
0.2000,0.0000,0.6000,0,8.631
0.2000,0.0500,0.6000,0,8.911
0.2000,0.1000,0.6000,0,7.864
0.2500,-0.4500,0.6000,1,2.440
0.2500,-0.4000,0.6000,0,13.244
0.3000,-0.4500,0.6000,1,1.589
0.3000,-0.4000,0.6000,1,3.584
0.2500,-0.3500,0.6000,0,7.761
0.2500,-0.3000,0.6000,1,5.943
0.3000,-0.3500,0.6000,1,4.521
0.3000,-0.3000,0.6000,1,4.788
0.2500,-0.2500,0.6000,1,5.818
0.2500,-0.2000,0.6000,1,6.473
0.3000,-0.2500,0.6000,1,3.861
0.3000,-0.2000,0.6000,1,5.028
0.2500,-0.1500,0.6000,1,6.379
0.2500,-0.1000,0.6000,1,3.996
0.3000,-0.1500,0.6000,0,7.686
0.3000,-0.1000,0.6000,0,7.627
0.2000,-0.0500,0.6000,0,10.658
0.2500,-0.0500,0.6000,1,2.756
0.2500,0.0000,0.6000,0,9.740
0.3000,-0.0500,0.6000,1,2.361
